name,known_for_department,popularity
Kotaro Daigo,Acting,1.5077
Kanako Yanagihara,Acting,1.5076
Yasuhiro Takato,Acting,1.5076
Bethany Joy Lenz,Acting,1.5076
Saul Rubinek,Acting,1.5076
Shiori Akita,Acting,1.5075
Lisa Chiao Chiao,Acting,1.5075
Yuen Shun-Yi,Acting,1.5075
Natsuko Yashiro,Acting,1.5073
Sayaka Yamaguchi,Acting,1.5073
Paget Brewster,Acting,1.507
Eric Braeden,Acting,1.5068
Lei Jiayin,Acting,1.5067
Takashi Ukaji,Acting,1.5066
Özge Yağız,Acting,1.5063
Pauline Chan Bo-Lin,Acting,1.5063
Haruna Mikawa,Acting,1.5062
Sam Richardson,Acting,1.2336
Angelina Lo,Acting,1.5062
Bianca Lawson,Acting,1.5061
Dulquer Salmaan,Acting,1.506
Claire Foy,Acting,1.5059
Taylor Anthony Miller,Acting,1.5058
Kevin Sorbo,Acting,1.5057
Chris Noth,Acting,1.5057
Zhu Lilan,Acting,1.5056
Han Ji-eun,Acting,1.5056
Nozomi Sasaki,Acting,1.5055
Debra Messing,Acting,1.5052
Ayelet Zurer,Acting,1.5052
Jack Elam,Acting,1.5051
Tomokazu Miura,Acting,1.5048
Kristin Davis,Acting,1.5047
Kenji Nomura,Acting,1.5047
Ludi Lin,Acting,1.5044
Alexandra Shipp,Acting,1.5044
Sadao Abe,Acting,1.5044
Jack Warden,Acting,1.5044
Joseph Sikora,Acting,1.5043
Carla Woodcock,Acting,1.5041
Erica Dunton,Directing,1.5041
Yuri Yamaoka,Acting,1.5039
Alyshia Ochse,Acting,1.5036
James Roday Rodriguez,Acting,1.5036
Kento Hayashi,Acting,1.5033
Ryuichi Sakamoto,Sound,1.5032
Song Young-chang,Acting,1.5031
Hannah Dodd,Acting,1.503
Lauren Lyle,Acting,1.503
Hideo Nakata,Directing,1.503
Dabney Coleman,Acting,1.503
Lydia Lozano,Acting,1.5025
Eileen Yeow,Acting,1.5025
Mai Gotou,Acting,1.5023
Nikki Glaser,Acting,1.5023
Hiroshi Naka,Acting,1.5021
Tony Cavalero,Acting,1.5019
Peter Berg,Directing,1.5019
Carlo Ponti,Production,1.5019
Kiko Mizuhara,Acting,1.5018
William L. Petersen,Acting,1.5015
Ben Johnson,Acting,1.5013
John Abraham,Acting,1.5012
Anne Archer,Acting,1.5012
Yun Yoo-sun,Acting,1.501
Rio Uchida,Acting,1.5009
Noah Taylor,Acting,1.5009
Craig Ferguson,Acting,1.5008
Lyubov Aksyonova,Acting,1.3763
Winston Chao,Acting,1.6507
Christopher Miller,Production,1.3525
Cooper Barnes,Acting,1.8016
Diane Ladd,Acting,1.3094
Svenja Jung,Acting,1.4445
Koji Tsuruta,Acting,1.3943
Lee Mi-sook,Acting,1.5688
Wasabi Mizuta,Acting,1.483
Lin Qiunan,Acting,1.4203
Meghan Leon,Writing,0.7793
Yosuke Akimoto,Acting,1.548
Danica De La Rey,Acting,1.5628
Nashiko Momotsuki,Acting,1.2848
Mary Elizabeth Ellis,Acting,1.3763
Kenji Nomura,Acting,1.5047
Tzi Ma,Acting,1.9942
Anna Yamada,Acting,1.4669
Lene Maria Christensen,Acting,1.438
Maika Yamamoto,Acting,1.3732
Fred Hechinger,Acting,1.4956
Hope Davis,Acting,1.4956
Fairuza Balk,Acting,1.4956
Frederic Heidorn,Acting,1.4955
Hu Ge,Acting,1.4954
Deniz Akdeniz,Acting,1.4951
Kyoko Koizumi,Acting,1.4948
Rika Izumi,Acting,1.4947
Robert Taylor,Acting,1.4947
Dylan Walsh,Acting,1.4947
Drake Bell,Acting,1.4947
Yukiyo Fujii,Acting,1.4946
Isao Hashizume,Acting,1.4946
Yûka,Acting,1.4946
Seiichi Tanabe,Acting,1.4946
Kosuke Echigoya,Acting,1.4943
Tracy Morgan,Acting,1.4943
Daniel Ings,Acting,1.4942
Jodie Whittaker,Acting,1.4942
Kazuko Shirakawa,Acting,1.4939
Rhea Ripley,Acting,1.6057
Bethany Joy Lenz,Acting,1.5076
Elsa Pataky,Acting,1.5621
Jonathan Roumie,Acting,1.4644
Rio Yamashita,Acting,1.6344
Rekha,Acting,1.6007
Kim Sang-ho,Acting,1.2464
Masanobu Takashima,Acting,1.5803
Taylor Cole,Acting,1.5406
Galadriel Stineman,Acting,1.5747
Tomorowo Taguchi,Acting,1.5719
Janina Gavankar,Acting,1.4008
Frankie Chan Fan-Kei,Acting,1.3422
Joey Yung Jo-Yee,Acting,1.548
Elton John,Acting,1.3607
Ramón Valdés,Acting,1.4804
Ra Mi-ran,Acting,1.6802
Billy Chow Bei-Lei,Acting,1.688
Danny Pino,Acting,1.4217
David Alan Grier,Acting,1.6289
Kim Jeong-ah,Acting,1.4923
Kelly McGillis,Acting,1.4921
Jung Sung-il,Acting,1.492
Jay O. Sanders,Acting,1.492
Lynn,Acting,1.4917
Kenji Hamada,Acting,1.4916
Huang Lei,Acting,1.4915
Alice Taglioni,Acting,1.4914
Jinyoung,Acting,1.4912
Marsha Thomason,Acting,1.4909
Misa Ishii,Acting,1.4908
Sprague Grayden,Acting,1.4906
Kelly Preston,Acting,1.4904
Brian Thompson,Acting,1.4903
Kwak Sun-young,Acting,1.4901
Jin Dong,Acting,1.49
James Ortiz,Acting,1.4899
Ruka Ishikawa,Acting,1.4898
Ethan Kai,Acting,1.4897
Fumi Hirano,Acting,1.4897
Christopher Gorham,Acting,1.4897
Troy Donahue,Acting,1.4897
Jacqueline Law Wai-Guen,Acting,1.4896
Shane West,Acting,1.4895
Moon Chae-won,Acting,1.4894
Kalabhavan Mani,Acting,1.4891
Nao Nagasawa,Acting,1.489
Becky Armstrong,Acting,1.4886
Melissa McBride,Acting,1.4883
Emmanuelle Béart,Acting,1.4883
Joseph Mazzello,Acting,1.4883
Ma Su,Acting,1.4882
Kim Hee-seon,Acting,1.4881
Mai Kiryu,Acting,1.4878
Minho,Acting,1.4878
Madison Wolfe,Acting,1.4875
Jackie Li,Acting,1.4874
Glynn Turman,Acting,1.4874
Ayumi Fujimura,Acting,1.4874
Scott Porter,Acting,1.4873
Shaalin Zoya,Acting,1.5962
Ko Chun-Hsiung,Acting,1.5962
Jo Kok Cho-Lam,Acting,1.5962
Benjamin Tsang,Acting,1.5961
Kent Ito,Acting,1.5961
Shinobu Otake,Acting,1.5961
Kazuko Sugiyama,Acting,1.5961
Susan Misner,Acting,1.5961
Henry Ian Cusick,Acting,1.596
Lee Sin-ho,Acting,1.5956
Idy Chan Yuk-Lin,Acting,1.5955
Arata Furuta,Acting,1.5954
Christopher McQuarrie,Writing,1.5954
Isabelle Chow Wang,Acting,1.5952
Rii Sen,Acting,1.5951
Chris Coy,Acting,1.595
Cole Allen,Acting,1.5948
Kang Min-ah,Acting,1.5947
Vithaya Pansringarm,Acting,1.5947
David Benioff,Writing,1.5946
Eiji Takemoto,Acting,1.4667
Issei Futamata,Acting,1.2916
Saho Shirasu,Acting,1.2981
Reiko Takashima,Acting,1.5473
Lee Joon-gi,Acting,1.5307
Ayaka Suwa,Acting,1.6348
Miriam Margolyes,Acting,1.5209
Friederike Dörr,Acting,0.9571
Wu Chun,Acting,1.4006
Conomi Fujimura,Acting,1.2531
Sid Caesar,Acting,1.4524
Jane Levy,Acting,1.6296
Jessica Lowndes,Acting,1.4868
Tim Meadows,Acting,1.4578
Jaleel White,Acting,1.346
Yamato Kinjo,Acting,1.4392
Gemma Whelan,Acting,1.38
Hidekazu Mashima,Acting,1.4463
Ryo Ishibashi,Acting,1.616
Koji Shiraishi,Directing,1.7041
Peter Coyote,Acting,1.4813
Saranya Ponvannan,Acting,1.4811
Tracee Ellis Ross,Acting,1.4811
Kevin Feige,Production,1.481
Stevie Lynn Jones,Acting,1.4809
Ko Chang-seok,Acting,1.4809
Ahn Ha-young,Acting,1.4808
Conchata Ferrell,Acting,1.4807
Anushka Kaushik,Acting,1.4806
Molly Gordon,Acting,1.4805
An Kil-kang,Acting,1.4805
Justin Chatwin,Acting,1.4805
Haruka Chisuga,Acting,1.4804
Ramón Valdés,Acting,1.4804
Seo Hye-won,Acting,1.4803
Manfred Wong Man-Chun,Writing,1.4802
Pat Ha Man-Jik,Acting,1.4801
Ron Livingston,Acting,1.4801
Yumi Hara,Acting,1.48
Ben Foster,Acting,1.48
Addison Timlin,Acting,1.4799
Hinata Tadokoro,Acting,1.4798
Honami Sato,Acting,1.4797
Haru,Acting,1.4794
Morgan Davies,Acting,1.4794
Audrey Tautou,Acting,1.4794
Ana Alexander,Acting,1.4792
Tomoya Warabino,Acting,1.4791
Yeon Woo-jin,Acting,1.4791
Maria Bakalova,Acting,1.4789
Alden Ehrenreich,Acting,1.4789
Noel Gugliemi,Acting,1.4788
David Spade,Acting,1.4787
Rica Fukami,Acting,1.4786
Evan Ross,Acting,1.4786
Kwak Do-won,Acting,1.4784
Navi Rawat,Acting,1.4783
Mayuko Iwasa,Acting,1.4782
Cheena Dizon,Acting,1.4781
Linda Park,Acting,1.4781
Kwak Do-won,Acting,1.4784
Navi Rawat,Acting,1.4783
Mayuko Iwasa,Acting,1.4782
Cheena Dizon,Acting,1.4781
Linda Park,Acting,1.4781
Dann Florek,Acting,1.4781
Josh Peck,Acting,1.478
Yasushi Fuchikami,Acting,1.4778
Oh Ji-hyun,Acting,1.4776
Dennis Greene,Acting,1.4775
Kosei Tomita,Acting,1.4775
Tamsin Egerton,Acting,1.4775
Şahan Gökbakar,Acting,1.4774
Stephen Tung Wai,Acting,1.477
Renny Harlin,Directing,1.4768
Govinda,Acting,1.4767
Kumiko Takeda,Acting,1.4766
Susannah Harker,Acting,1.4766
Oh Dae-hwan,Acting,1.4763
Jing Chao,Acting,1.4763
Stephen Dillane,Acting,1.5143
Asami Sawaki,Acting,1.7302
Monique Parent,Acting,1.4326
Masachika Ichimura,Acting,1.3813
Jessica Kate Meyer,Acting,1.3437
William Peter Blatty,Writing,1.2767
Kelly Cunningham,Acting,1.3931
Junko Minagawa,Acting,1.5185
Kevin Rankin,Acting,1.6848
Son Byung-ho,Acting,1.6309
Dominique Swain,Acting,1.4743
Kim Seo-hyung,Acting,1.6193
Shizuka Ishibashi,Acting,1.5532
Eiji Okada,Acting,1.6493
Imanol Arias,Acting,1.4933
Lucas Sommer,Acting,1.5809
Jin Dong,Acting,1.49
Yuri Nakamura,Acting,1.447
Jamie McShane,Acting,1.3522
Rıza Kocaoğlu,Acting,1.616
Ryô Matsuda,Acting,1.5132
Tristin Mays,Acting,1.3972
Anthony Chan Yau,Acting,1.3355
Damon Wayans,Acting,1.3046
Kazuki Ura,Acting,1.41
Yuko Kakihara,Writing,1.5965
Liu Fengchao,Acting,1.3486
N.T. Rama Rao Jr.,Acting,1.6039
Chris Sanders,Directing,1.3044
Hideyo Amamoto,Acting,1.2789
Hana Sato,Acting,1.3592
Meredith Salenger,Acting,1.3657
Joe Morton,Acting,1.5092
Alex Borstein,Acting,1.3271
Wei Xiang,Acting,1.3264
Shinnosuke Mitsushima,Acting,1.3929
Cassidy Freeman,Acting,1.3655
Jo Hee-bong,Acting,1.4384
Lauren Lane,Acting,1.9621
Willam Belli,Acting,1.4064
Charlie Evans,Acting,1.4729
Julie K. Smith,Acting,1.4729
Liu Xiaoqing,Acting,1.4728
Yuan Quan,Acting,1.4727
David Lam Wai,Acting,1.4726
Sarah Bolger,Acting,1.4725
Ryan Robbins,Acting,1.4722
Ian Tracey,Acting,1.4722
Daichi Hayashi,Acting,1.4721
Urara Takano,Acting,1.4721
Rachel Ticotin,Acting,1.472
Jung Jin-young,Acting,1.4719
Bill Cusack,Acting,1.4717
Josephine Park,Acting,1.4715
Carl Weathers,Acting,1.4715
Oriana Ferrero,Acting,1.4714
Shin Yu-ju,Acting,1.4713
Feng Xiaogang,Directing,1.4713
Ha Yeon,Acting,1.4709
Jo Woo-jin,Acting,1.4709
Hope Davis,Acting,1.4956
Jay O. Sanders,Acting,1.492
Jason Butler Harner,Acting,1.5389
Kanna Nakamura,Acting,1.4573
Woo Da-vi,Acting,1.5607
Jukki Hanada,Writing,1.5512
Daniel Zhou,Acting,1.2595
BJ Harrison,Acting,1.3255
Peter Weatherley,Editing,1.0555
Yu Koyanagi,Acting,1.4476
Paul Reubens,Acting,1.3127
Adam Arkin,Acting,1.5452
Harry Melling,Acting,1.4622
Kōtarō Satomi,Acting,1.365
Ben Schnetzer,Acting,1.2675
Sandrine Pinna,Acting,1.5433
Aditya Chopra,Production,1.4533
Kanichi Kurita,Acting,1.4928
Gordon Chan,Directing,1.6841
Im Tae-mok,Acting,1.3713
Tatsuya Mihashi,Acting,1.6052
Chang Huasen,Acting,1.3642
Fan Wei,Acting,1.4453
James Mason,Acting,1.4176
Albert Finney,Acting,1.3825
Kristy Swanson,Acting,1.3362
Seo Ji-hye,Acting,1.4678
Hibiku Yamamura,Acting,1.4134
Isao Hashizume,Acting,1.4946
Emily Alyn Lind,Acting,1.4164
Nanoka Hara,Acting,1.5715
Atsushi Ono,Acting,1.3736
David Hyde Pierce,Acting,1.3652
Hakan Kurtaş,Acting,1.571
Neymar,Acting,1.7916
Tenka Hashimoto,Acting,1.3435
Mitsuru Fukikoshi,Acting,1.4654
Dolly Parton,Acting,1.4759
Adrian Scarborough,Acting,1.2683
Erika Savastani,Acting,1.5704
Katsuya Maiguma,Acting,1.538
Yoku Shioya,Acting,1.5232
Eugenia Suárez,Acting,1.969
Jimmy Wang Yu,Acting,1.674
Yoshiko Kuga,Acting,1.7053
Akiji Kobayashi,Acting,1.3751
Honoka Matsumoto,Acting,1.5223
Yukiko Shimazaki,Acting,1.5379
Sasha Pieterse,Acting,1.4361
Kevin Sorbo,Acting,1.5057
Jennifer Lee,Writing,1.2909
Eijirō Tōno,Acting,1.4403
Miyoko Akaza,Acting,1.3652
Seo Kang-joon,Acting,1.4747
Holland Roden,Acting,1.4
Nida Blanca,Acting,1.3545
Tanner Buchanan,Acting,1.4035
Katy Louise Saunders,Acting,1.1955
Jay Simpson,Acting,1.5587
Bian Tianyang,Acting,1.2874
Katy Louise Saunders,Acting,1.1955
Jay Simpson,Acting,1.5587
Bian Tianyang,Acting,1.2874
Priyanka Arul Mohan,Acting,1.286
Justin Chatwin,Acting,1.4805
Simone Susinna,Acting,1.6357
Dan Fogelman,Writing,1.2932
Estella Warren,Acting,1.7169
Sarah Polley,Acting,1.3786
Chen Hung-Lieh,Acting,1.3901
Minho,Acting,1.4878
Tien Feng,Acting,1.6281
Chris Mulkey,Acting,1.4406
Hilal Altınbilek,Acting,1.4204
Kathy Najimy,Acting,1.6031
Eri Fukatsu,Acting,1.5535
Jimmy Warden,Writing,1.2449
Asuka Kawazu,Acting,1.4825
Laverne Cox,Acting,1.6024
Grayson Maxwell Gurnsey,Acting,1.0621
Lee Seung-joon,Acting,1.4608
Pihla Viitala,Acting,1.4608
Momo Asakura,Acting,1.4607
Shinobu Nakayama,Acting,1.4606
Christine Ebersole,Acting,1.4606
Samantha Ruth Prabhu,Acting,1.4605
Brian J. White,Acting,1.4605
Sam Mendes,Directing,1.4605
Ryo Hirohashi,Acting,1.4602
Junko Asahina,Acting,1.4601
Rupert Penry-Jones,Acting,1.4601
Marlène Jobert,Acting,1.4601
Jessy Mendiola,Acting,1.4598
Dax Shepard,Acting,1.4597
Nancy Travis,Acting,1.4597
Sam Butters,Acting,1.4596
Matthias Schoenaerts,Acting,1.4595
Taiki Matsuno,Acting,1.4594
Timur Bekmambetov,Production,1.4594
KARINA,Acting,1.4592
Thomas Kretschmann,Acting,1.5435
Wan Peng,Acting,1.2914
Chang Yuan,Acting,1.3893
Andrew Stanton,Writing,1.5431
Tatsuo Yamada,Acting,1.3995
Hans Sigl,Acting,1.291
Christina Robinson,Acting,1.4334
Claudie Blakley,Acting,1.4222
Eitarō Shindō,Acting,1.3913
Hio Miyazawa,Acting,1.4492
Fung Ging-Man,Acting,1.3589
John Spencer,Acting,1.2299
W. Earl Brown,Acting,1.5414
Philip Baker Hall,Acting,1.5414
Halle Bailey,Acting,1.5107
Alberto Ammann,Acting,1.3885
Geng Le,Acting,1.4475
Devadarshini,Acting,1.2349
Ahn Ha-young,Acting,1.4808
Thomas Elms,Acting,1.3136
Steven R. McQueen,Acting,1.7603
Antonia Thomas,Acting,1.52
Bipasha Basu,Acting,1.3953
Nestor Serrano,Acting,1.2356
Phoebe Tonkin,Acting,1.6043
Michael Malarkey,Acting,1.4093
Aziz Ansari,Acting,1.554
Mirai Yamamoto,Acting,1.4138
Brooke Langton,Acting,1.2268
Noah Emmerich,Acting,1.6084
Amaury Nolasco,Acting,1.5886
Tom Conti,Acting,1.7526
Billie Roy,Acting,1.2049
Kwon Hae-hyo,Acting,1.5342
Satish Kaushik,Acting,1.3521
Willem De Schryver,Acting,1.5761
Mayuko Iwasa,Acting,1.4782
Shannon Lucio,Acting,1.4091
Julie Graham,Acting,1.4857
Peter Boyle,Acting,1.3427
Tracie Thoms,Acting,1.3112
Joe Adler,Acting,1.2088
Nobuko Miyamoto,Acting,1.5285
Jessica Williams,Acting,1.5548
JR Bourne,Acting,1.2793
Hideyuki Umezu,Acting,1.2877
John Sarkisian,Acting,1.0032
Ai Furihata,Acting,1.4189
Diane Baker,Acting,1.3608
Jean-Paul Belmondo,Acting,1.4369
Sophie Sloan,Acting,1.1847
Charles Michael Davis,Acting,1.4686
Razane Jammal,Acting,1.3886
Rafe Spall,Acting,1.6813
Wang Xun,Acting,1.5979
Mason Gooding,Acting,1.6438
Tak Sakaguchi,Acting,1.3607
Dex,Acting,1.8412
Han Jin-won,Directing,1.4032
David Niven,Acting,1.3791
Zhou You,Acting,1.4532
Jayne Ashbourne,Acting,1.4531
James Pickens Jr.,Acting,1.4531
Eleonora Giorgi,Acting,1.4531
Basil Joseph,Acting,1.4529
Bobby Lee,Acting,1.4529
Kaera Uehara,Acting,1.4528
Sid Caesar,Acting,1.4524
Shunsuke Sakuya,Acting,1.4523
Nozomi Sasaki,Acting,1.4523
Lily Gladstone,Acting,1.4522
Peter Greene,Acting,1.4522
Han Seon-hwa,Acting,1.4521
Geetha,Acting,1.4521
Kazunori Ito,Writing,1.4521
Tom Burke,Acting,1.4521
Nanoka Hara,Acting,1.452
Denden,Acting,1.452
Naomi Shindo,Acting,1.4518
Nadhiya,Acting,1.4518
Travis Van Winkle,Acting,1.356
Ann Mitchell,Acting,1.3346
Yumi Hara,Acting,1.48
Hoon Lee,Acting,1.5226
Kenji Hamada,Acting,1.4916
Mark Ivanir,Acting,1.5148
Zhang Yuxi,Acting,1.5616
Emily Kinney,Acting,1.3735
Richard Crenna,Acting,1.3233
Frances de la Tour,Acting,1.47
Haruna Mikawa,Acting,1.5062
Michael Provost,Acting,1.5245
Flávio Migliaccio,Acting,1.2477
Park Ha-seon,Acting,1.3585
Alex Williams,Directing,1.3448
Xiang Hanzhi,Acting,1.8812
Yang Ze,Acting,1.3225
Judd Nelson,Acting,1.3567
Rabia Soytürk,Acting,1.3026
Joo Ah,Acting,1.6998
Joo Ah,Acting,1.6998
Christine Lahti,Acting,1.5002
Conchata Ferrell,Acting,1.4807
Hikaru Kondô,Production,1.2677
Julia Benson,Acting,1.359
Park Ji-hwan,Acting,1.442
Peter Firth,Acting,1.4323
Hu Ge,Acting,1.4954
Dmitriy Nagiev,Acting,1.1876
Anupart Luangsodsai,Acting,1.3509
Alia Bhatt,Acting,1.4136
Mitch Gulbin,Lighting,0.5801
Peter Ustinov,Acting,1.4397
Li Xueqin,Acting,1.4747
John Francis Daley,Writing,1.5441
Rino Katase,Acting,1.6681
Sarah Rafferty,Acting,1.3266
Takahiro Tamura,Acting,1.4041
Kin Sugai,Acting,1.2301
Tatsuo Endō,Acting,1.4311
Jimmy Wong Shu-Kei,Acting,1.371
Lydia Lozano,Acting,1.5025
Kayoko Kishimoto,Acting,1.1958
Hideo Ishikawa,Acting,1.7061
Urara Takano,Acting,1.4721
Numan Acar,Acting,1.5107
M.C. Gainey,Acting,1.6109
Salli Richardson-Whitfield,Acting,1.4589
Jimmy Kimmel,Acting,1.2802
Zhang Xiaofei,Acting,1.514
James Ortiz,Acting,1.4899
Jermaine Fowler,Acting,1.3693
Josh Radnor,Acting,1.5157
Aliki Vougiouklaki,Acting,1.3374
Methaphat Chimkul,Acting,1.213
Michael Mosley,Acting,1.6636
Tinsley Grimes,Acting,1.4864
Michael Kenneth Williams,Acting,1.5937
Nao Oikawa,Acting,1.4189
Lauren Chapin,Acting,1.9071
Kim Do-hoon,Acting,1.4454
Clarke Peters,Acting,1.4454
Raymond Cho Wing-Lim,Acting,1.4453
Shek Sau,Acting,1.4453
Fan Wei,Acting,1.4453
Mia Farrow,Acting,1.4453
David James Elliott,Acting,1.4451
Amy Jo Johnson,Acting,1.4451
Miloš Forman,Directing,1.445
Huang Xuan,Acting,1.4449
Tamara Tunie,Acting,1.4449
Joe Lo Truglio,Acting,1.4449
Ataska Mercado,Acting,1.4448
Annalise Basso,Acting,1.4448
Jacki Weaver,Acting,1.4447
Ronny Cox,Acting,1.4447
Junsei Motojima,Acting,1.4445
Svenja Jung,Acting,1.4445
Finn Jones,Acting,1.4445
Juliet Mills,Acting,1.4443
Yuriko Hishimi,Acting,2.7561
Jessalyn Gilsig,Acting,1.3343
Taylor Russell,Acting,1.6572
Hiromichi Tezuka,Acting,1.303
Yōko Tsukasa,Acting,1.5244
Kingsley Ben-Adir,Acting,1.3762
Fred Armisen,Acting,1.3107
Jean Simmons,Acting,2.6115
Ed Asner,Acting,1.5233
Tommy Lister Jr.,Acting,1.5622
Maksim Matveev,Acting,1.3292
Phuripan Sapsangsawat,Acting,1.4461
Sunshine Guimary,Acting,1.2026
Rojbin Erden,Acting,1.6415
Shuntaro Yanagi,Acting,1.3424
Jack Warden,Acting,1.5044
Wan Peng,Acting,1.2914
Chang Yuan,Acting,1.3893
Ralph Bellamy,Acting,1.2743
David Ayer,Directing,1.1928
Romola Garai,Acting,1.4416
Ren Min,Acting,1.4415
Inuko Inuyama,Acting,1.4415
Devin Ratray,Acting,1.4415
Mina Asami,Acting,1.4413
Jang Dong-gun,Acting,1.4413
Yuki Sakakihara,Acting,1.4412
Koo Hye-sun,Acting,1.4412
Ann Hui,Directing,1.4412
Yuki Tanaka,Acting,1.4411
Oh Na-ra,Acting,1.441
Amber Tamblyn,Acting,1.4408
Isao Takahata,Directing,1.4408
Chris Mulkey,Acting,1.4406
Eijirō Tōno,Acting,1.4403
Brenda Strong,Acting,1.4403
Vincent Regan,Acting,1.4403
Tarō Suwa,Acting,1.44
Peter Ustinov,Acting,1.4397
Barry Levinson,Directing,1.4396
Matt Nable,Acting,1.3958
Rick Hoffman,Acting,1.4579
Da'Vine Joy Randolph,Acting,1.0344
Park Se-hyun,Acting,1.2552
Park Ju-hyun,Acting,1.4456
Joel McHale,Acting,1.9237
Gina McKee,Acting,1.4682
Ray Romano,Acting,1.3446
Sprague Grayden,Acting,1.4906
Madhubala,Acting,1.341
Christopher Judge,Acting,1.2819
Joji Yanami,Acting,1.9397
Davina Karamoy,Acting,1.5464
Julio Jung,Acting,1.5947
Jim Sturgess,Acting,1.2501
Daniel Roebuck,Acting,1.7772
Sienna Guillory,Acting,1.3438
Shin Yu-ju,Acting,1.4713
Kei Shindo,Acting,1.4136
Nana Asakawa,Acting,1.5802
Lisa Lui Yau-Wai,Acting,1.438
Lene Maria Christensen,Acting,1.438
Nina Paw Hei-Ching,Acting,1.4378
Valerie Chow,Acting,1.4377
Qi Wei,Acting,1.4376
Amber Anderson,Acting,1.4376
Joel David Moore,Acting,1.4376
Shonda Rhimes,Writing,1.4375
Rakesh Roshan,Production,1.4373
Harvey Guillén,Acting,1.4373
JJ Feild,Acting,1.4373
Danny Nucci,Acting,1.4373
Nie Yuan,Acting,1.437
Shihori Kanjiya,Acting,1.437
Jean-Paul Belmondo,Acting,1.4369
Matthew Han,Acting,1.4368
Dong Zijian,Acting,1.4368
William Ho,Acting,1.4368
Adam Beach,Acting,1.4368
Sean Hayes,Acting,1.4367
Tye Sheridan,Acting,1.4366
Richard Rankin,Acting,1.4364
Kim Min-jae,Acting,1.4363
Sasha Pieterse,Acting,1.4361
Hassan Hamin Assad,Acting,1.436
Kathryn Morris,Acting,1.436
Kentaro Maeda,Acting,1.4359
Shin Eun-soo,Acting,1.4358
Kazuko Sugiyama,Acting,1.4358
Yumiko Kobayashi,Acting,1.4357
Darby Stanchfield,Acting,1.4356
Charles Malik Whitfield,Acting,1.4356
Rintaro,Directing,1.4355
Kim Hye-eun,Acting,1.4352
Paul Adelstein,Acting,1.435
Yuko Goto,Acting,1.4349
Aoi Nakajima,Acting,1.4349
Ali Landry,Acting,1.4348
Misako Tanaka,Acting,1.4346
Bae Sung-woo,Acting,1.4346
Zi Yu,Acting,1.4248
Sebastián Rulli,Acting,1.6139
Carlos Chan Ka-Lok,Acting,1.3082
Hamish Linklater,Acting,1.6808
Mark Margolis,Acting,1.2647
Karen Lopez,Acting,1.4308
Chandra Wilson,Acting,1.2438
Dai Xu,Acting,1.346
Tooru Yoshida,Visual Effects,1.33
Miho Kanno,Acting,1.6686
Hannah Murray,Acting,1.6025
Mark Dacascos,Acting,1.5167
Katsuji Mori,Acting,1.3224
Nao,Acting,1.7655
Philippine Velge,Acting,1.259
Valentina Zenere,Acting,1.3016
Yuki Kaida,Acting,1.4381
JJ Feild,Acting,1.4373
John Stamos,Acting,1.3329
Jack Champion,Acting,1.6508
Ángela Molina,Acting,1.4319
Kanata Hosoda,Acting,1.4318
Naoki Hosaka,Acting,1.4318
Kōji Takada,Writing,1.4318
Misako Takahashi,Acting,1.4317
Seray Kaya,Acting,1.4317
John Diehl,Acting,1.4317
Maurice LaMarche,Acting,1.4316
Takehiko Ono,Acting,1.4311
Tatsuo Endō,Acting,1.4311
Christopher McQuarrie,Writing,1.431
Karen Lopez,Acting,1.4308
Uhm Jung-hwa,Acting,1.4308
Scott Menville,Acting,1.4305
Minami Tanaka,Acting,1.4303
Eric Nam,Acting,1.4301
Maki Horikita,Acting,1.4301
Luke Perry,Acting,1.43
Liu Tianzuo,Acting,1.4295
Shira Haas,Acting,1.4294
Bobby Deol,Acting,1.4286
Athina Tzimouli,Acting,1.4285
Kim Chiu,Acting,1.4284
Álvaro Morte,Acting,1.4283
Luke Kleintank,Acting,1.4282
Takashi Matsuyama,Acting,1.4282
Nene Otsuka,Acting,1.4281
Tomoya Nagase,Acting,1.428
Madeleine McGraw,Acting,1.4279
John Boyega,Acting,1.4279
Vikram,Acting,1.4279
Peter Outerbridge,Acting,1.4279
Jonathan Nolan,Writing,1.4279
Michael Jeter,Acting,1.4278
R. Madhavan,Acting,1.4277
David Denman,Acting,1.4277
Frankie Lam,Acting,1.4275
Maria Kawamura,Acting,1.4275
David Ogden Stiers,Acting,1.4275
Lucrezia Guidone,Acting,1.427
Kazuko Sugiyama,Acting,1.4358
Yumiko Kobayashi,Acting,1.4357
Darby Stanchfield,Acting,1.4356
Charles Malik Whitfield,Acting,1.4356
Rintaro,Directing,1.4355
Paul Adelstein,Acting,1.435
Yuko Goto,Acting,1.4349
Aoi Nakajima,Acting,1.4349
Ali Landry,Acting,1.4348
Misako Tanaka,Acting,1.4346
Bae Sung-woo,Acting,1.4346
Anna Popplewell,Acting,1.4343
Kaan Çakır,Acting,1.1832
Conleth Hill,Acting,1.4342
Etsuko Shihomi,Acting,1.4341
Rachel Ward,Acting,1.4337
Kim Ji-soo,Acting,1.1985
Sue Randall,Acting,1.4335
Christina Robinson,Acting,1.4334
Isshin Chiba,Acting,1.4333
Mie Hama,Acting,1.425
Archen Aydin,Acting,1.4249
Zi Yu,Acting,1.4248
Wang Luodan,Acting,1.4247
Yosuke Kubozuka,Acting,1.4247
Kō Nishimura,Acting,1.4245
Juan El Caballo Loco,,1.4244
Yuka Terasaki,Acting,1.4244
